handle,username,timestamp,content,topic,language,economic_policy,social_policy,economic_policy_rounded,social_policy_rounded
@NesaStefanovic,Небојша Стефановић,2020-06-01T16:27:07.000Z,"Полиција у Обреновцу својим озбиљним и одговорним приступом чини да грађани буду потпуно безбедни. Имамо стабилно смањење стопе криминалитета, а посебно сам захвалан за то што полиција добрим радом повећава проценат расветљавања кривичних дела која се изврше.",policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2020-04-11T13:05:09.000Z,"Хвала припадницима полиције на огромном пожртвовању и залагању које показују претходних недеља. Више хиљада полицајаца је на задацима широм Србије, чиме показују да су увек уз свој народ када је тешко.",policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2020-08-15T10:34:38.000Z,"Министарство унутрашњих послова континуирано улаже у подизање капацитета ватрогасно-спасилачких јединица и полиције, о чему сведочи и данашња испорука шест ватрогасних камиона које је МУП набавио за Сектор за ванредне ситуације.",policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2020-08-18T14:42:10.000Z,"Разговарао сам данас са министром безбедности Уједињеног краљевства Велике Британије и Северне Ирске Џејмсом Брокеншајром о наставку сарадње полиција двеју земаља. Наша сарадња је изузетно добра, посебно у области борбе против организованог криминала и трговине наркотицима.",policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2020-06-06T11:21:42.000Z,"Србија никада неће заборавити херојску жртву припадника полиције који су дали своје животе за безбедну Србију. Не штедећи себе, борили су се за нашу земљу и безбедност грађана. Никада нећемо заборавити њихову херојску жртву, али ни њихове породице.",policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2020-01-03T10:51:07.000Z,Припадници полиције и даље неуморно трагају за злочинцем који је отео Монику Каримановић. Хвала свима који су учествовали у проналаску мале Монике. Тим људима из МУП-а дугујемо неизмерну захвалност и драго ми је да видим да са истом енергијом и снагом настављају посао даље.,policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2020-02-22T15:13:04.000Z,"Састао сам се данас са Еверлијем Полом Четом Грином, министром спољних послова Антигве и Барбуде, кога сам упознао са тренутном безбедносном ситуацијом у Србији и региону, као и са резултатима наше полиције у борби против организованог криминала и нарко-трафикинга.",policija,sr,0.5,0.8,0.5,1.0
@VucevicM,Милош Вучевић,2020-09-25T09:39:18.000Z,"То је посао полиције. И ту долазимо до суштине, господин Новаковић и још пар њих нису имали личне карте код себе и полиција је тражила да се идентификују. И то су искористили. Видите, одмах Бојан Пајтић ко вампир долази, новинари , неке телевизије...",policija,sr,0.2,0.9,0.0,1.0
@avucic,Александар Вучић,2018-06-15T15:52:33.000Z,"Новинар Цветковић пронађен је жив и здрав.
Хвала оперативцима из полиције и БИА на напорном раду.",policija,sr,0.6,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2020-03-13T15:41:12.000Z,Полиција примењује све мере безбедности из своје надлежности у вези са корона вирусом. Ту је да помогне грађанима у свим ситуацијама у којима им је помоћ неопходна.,policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2020-02-06T16:39:02.000Z,"У 2019. години на територији Републике Србије забележен је најмањи број извршених кривичних дела у последњих 25 година, што је резултат појачаног рада и ангажовања полиције на терену и примене полицијско-обавештајног модела.",policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2020-02-11T12:59:56.000Z,"Немачка је један од најзначајнијих билатералних донатора наше земље и то не само у области безбедности. Данашња донација, која обухвата 27 возила и опрему намењену Управи граничне полиције, додатно ће ојачати капацитете Министарства унутрашњих послова.",policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2020-02-18T10:34:21.000Z,"Са представницима Асоцијације ветерана, коју чине превасходно некадашњи припадници специјалних и посебних јединица полиције, разговарао сам данас о могућностима њиховог укључивања у обуке млађих колега.",policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2020-02-21T12:47:09.000Z,"Са министром унутрашњих послова Републике Српске Драганом Лукачем разговарао сам о додатним мерама које ће две полиције предузети у наредном периоду у борби против организованог криминала, пре свега у сузбијању нарко-трафикинга.",policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2020-05-02T11:03:40.000Z,"Важно је да оставимо по страни политичке и све друге разлике и да сви поштују мере Владе Републике Србије. Полицијски час није уведен да би се неко спречио да шета, већ искључиво да би се сачувало здравље људи. Полиција ће наставити да обавља свој посао, као и до сада.",policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2021-03-10T17:08:08.000Z,"Сарадња између наше војске и полиције и полиције Републике Српске веома је добра, даје резултате и може додатно да се унапреди. Министар Лукач и ја смо разговарали о томе шта конкретно можемо да урадимо заједнички, као и о војном школству.",policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2021-09-06T11:37:26.000Z,"Данас сам наградио припаднике Војске Србије који су освојили прво место на такмичењу јединица војне полиције ""Чувар реда"", одржано у оквиру Међународних војних игара.
Све честитке за екипу која је изборила злато за Србију на највећој војној смотри на свету! ",policija,sr,0.5,0.8,0.5,1.0
@SerbianPM,Aна Брнабић,2018-09-26T08:26:16.000Z,"На састанку Акција за мир, разговарали смо о важности мировних операција у очувању мира и безбедности. Са више од 300 припадника наше војске и полиције у мисијама УН и ЕУ, Србија је лидер у региону и 9. међу европским земљама по броју учесника. #UNGA http://p?id=331770&change_lang=cr…",policija,sr,0.1,0.5,0.0,0.5
@NesaStefanovic,Небојша Стефановић,2021-06-08T11:42:40.000Z,"Капетан прве класе Невена Јовановић, припадница Одреда Војне полиције специјалне намене „Кобре“ Војске Србије, победила је на 34. Београдском маратону.

Велико ми је задовољство што сам упознао Невену. Цео систем одбране је поносан на њен резултат.",policija,sr,0.5,0.8,0.5,1.0
@VucevicM,Милош Вучевић,2022-02-14T10:31:37.000Z,Данас сам у друштву министра полиције господина Александра Вулина обишао чувени Центар за основну полицијску обуку - ЦОПО у Сремској Каменици. Ово је само срце целог система безбедности у Републици јер се управо у Каменици обучавају нове генерације полицијских службеника.,policija,sr,0.2,0.9,0.0,1.0
@NesaStefanovic,Небојша Стефановић,2020-01-22T16:39:09.000Z,"Данашњом донацијом Европске уније, у виду 18 нових возила и опреме, појачани су капацитети Управе криминалистичке полиције у борби против трговине људима, као и за форензичко прикупљање доказа.@FabriziSem",policija,sr,0.5,0.8,0.5,1.0
@VjericaR,Вјерица Радета,2021-11-09T17:27:36.000Z,"Много се нешто осилила другосрбијанска олош. Смета им реакција полиције на безпризорност и охолост Аиде Ћоровић.Нису реаговали на одсуство реакције за њене проневере у тендерским намештањима у Водоводу у Новом Пазару. Не може све некажњено,Аида. Ипак је Ратко Младић српски јунак!",policija,sr,0.7,1,0.5,1.0
@TomaMomirovic,Tomislav Momirovic,2021-06-20T09:17:26.000Z,Svim pripadnicima MUP-a čestitam Dan policije! Divim se dostojanstvu i hrabrosti ovih ljudi koji su uvek uz svoju državu i svoj narod. Hvala vam na svemu što radite da se mi građani Srbije osećamo bezbedno! #Srbija,policija,und,0.1,0.4,0.0,0.5
@AcaSapic,Aleksandar Šapić,2018-10-19T19:30:48.000Z,"Ovaj naslov i tekst, pobednici godine!
ČestitamoInače u tekstu kaže da su beogradski Boni i Klajd, penzioneri.
Oni, kako slika i pokazuje, krše zakon i to pored policije, time što prelaze ulicu van pešačkog.

Pravi Boni i Klajd, sa svojim pljačkama sad mogu u istoriju!",policija,und,0.0,0.4,0.0,0.5
@VucevicM,Милош Вучевић,2020-12-31T19:47:18.000Z,"С пићем и закуском покуцао сам на врата запослених у Јавном градском саобраћајном предузећу ""Нови Сад"", Заводу за хитну медицинску помоћ, Полицијској управи, Ватрогасној бригади и Команди 1. бригаде Копнене војске.",policija,sr,0.2,0.9,0.0,1.0
@VucevicM,Милош Вучевић,2022-01-03T10:33:15.000Z,"Ово је трећи вртић у Ветернику, а градимо нове и на Сајлову и Адицама. Буџетом за 2022. годину предвидели смо и средства за изградњу вртића на углу улица Мише Димитријевића и Кола српских сестара, на месту где је некад била полицијска станица.",policija,sr,0.2,0.9,0.0,1.0
@NesaStefanovic,Небојша Стефановић,2020-07-30T11:42:54.000Z,"Људи који брину о безбедности свих грађана не смеју да буду мета само зато што штите законе Републике Србије. Те сцене се не смеју поновити, а такво понашање ће увек наићи на оштру реакцију полиције.",policija,sr,0.5,0.8,0.5,1.0
@NesaStefanovic,Небојша Стефановић,2022-02-03T12:13:10.000Z,Безбедност грађана Србије ће увек бити приоритет за свакога од нас. Договорили смо конкретне и посебне мере које ће предузети Војска Србије и наша полиција на заштити сигурности и имовине у Копненој зони безбедности.,policija,sr,0.5,0.8,0.5,1.0
@MarijanNSS,Marijan Rističević,2021-11-13T14:53:45.000Z,"Mrčo, policija je tu da štiti tebe i tvoje nesrećnike od batina koje bi verovatno dobili od Srba da policija nije tu.",policija,und,0.4,0.8,0.5,1.0
@VjericaR,Вјерица Радета,2021-02-12T11:43:28.000Z,"Читам вест да полиција приводи Чеду Јовановића, кад оно због неодазивања по позиву тужилаштва за неку лаку телесну пивреду.",policija,sr,0.7,1,0.5,1.0
@VjericaR,Вјерица Радета,2019-02-27T18:50:45.000Z,"Наш је став: Нема разграничења, могуће је раздвајање становништва и враћање пуне јурисдикције Србије у 11 општина. У чисто шиптарским општинама пуна аутономија за њих, али у границама Србије. Не могу добити војску ни место у УН, а Уставну границу Србије чува српска полиција.",policija,sr,0.7,1,0.5,1.0
@BiljicVojin,Vojin Biljić,2021-09-20T11:13:34.000Z,"Sudije VKS su defunitivno dokrajcile instituciju VKS.

Ovog puta advokatima ne dozvoljavaju da udju u sud.

Ponovicu, policija ne dozvoljava advokatima da udju u sud.PolicijaNe dozvoljava

Advokatima",policija,und,0.3,0.7,0.5,0.5
@BoskoObradovic,Бошко Обрадовић,2021-04-15T19:21:45.000Z,"Шта је дочекао српски официр? Пуковника Лаловића, који је незаконито пензионисан и није враћен на посао упркос правоснажној судској пресуди, извршитељи избацују из породичног дома уз помоћ полиције. Ово је најбоља слика актуелне власти и докле су доведени грађани Србије под њом.",policija,sr,0.4,0.8,0.5,1.0
@ArisMovsesijan,Aris Movsesijan,2018-03-04T10:24:08.000Z,Dupli birački spisak Zvezdara bm 66 prekinuli smo glasanje. Obaveštena policija.,policija,und,0.3,-0.6,0.5,-0.5
@BoskoObradovic,Бошко Обрадовић,2020-06-10T10:47:41.000Z,Шетам данас бескрајном војвођанском равницом и налетим тако на познато место. Нарко-картел на власти иза производње органске хране крио је највећу плантажу марихуане у Европи. Шеф обезбеђења овог места био је активни пуковник полиције. Све то није могло без заштите државе.,policija,sr,0.4,0.8,0.5,1.0
@BoskoObradovic,Бошко Обрадовић,2020-07-12T07:08:26.000Z,"Ко су ови људи? Иду испред Полиције, а после напада на демонстранте крију се иза кордона? Зашто носе фантомке и палице? Знамо како раде полицајци у цивилу који никада овако не наступају нити крију лица. Да ли су регрутовани криминалци сада и званично део одбране овог режима?",policija,sr,0.4,0.8,0.5,1.0
@SasaRadulovich,Saša Radulović,2020-08-03T07:07:42.000Z,Bez ikakvog osnova policija nas legitimiše. Falsifikovani poslanici su kao lopovi ušli u skupštinu. Idu krivične prijave protiv nalogodavavaca legitimisanje.,policija,und,0.2,0.6,0.0,0.5
@ZoranLutovac,Zoran Lutovac,2021-12-04T10:21:31.000Z,"Policija u akciji zastrašivanja. 
Obilaze @demokrate širom Srbije. Kakav danak neiskustvu. 
Nećete nas uplašiti! 

Predsednik Opštinskog odbora @demokrate Kovin Srđan Vukša strpljivo sluša jutarnju tiradu.",policija,und,0.3,-0.2,0.5,0.0
@BoskoObradovic,Бошко Обрадовић,2020-06-13T06:50:16.000Z,"Има нешто још горе од председниковог сина у друштву криминалаца и одузимања телефона новинарки која је то фотографисала:  детаљ да јој телефон враћа полиција која га је одузела, али по наредби криминалца из друштва председниковог сина. Да се зна ко командује полицијом у Србији.",policija,sr,0.4,0.8,0.5,1.0
@BoskoObradovic,Бошко Обрадовић,2020-07-09T07:51:33.000Z,"Стара је полицијска фора са убаченим људима који изазивају инцидент, њих нико не дира и не хапси, а онда обичан народ добије батине и буде ухапшен. Ново је да ти исти који су изазвали сукобе са полицијом после се придружују батинању недужних грађана заједно са полицијом у цивилу.",policija,sr,0.4,0.8,0.5,1.0
@BoskoObradovic,Бошко Обрадовић,2020-07-08T00:36:21.000Z,На улицама Београда већ сатима траје брутална интервенција полиције и разних екипа у цивилу као одмазда за народну побуну против криминалне власти! Диктатор је показао своје право лице! Зато нас данас мора бити још више на београдским улицама у заједничкој борби за спас Србије!,policija,sr,0.4,0.8,0.5,1.0
@BoskoObradovic,Бошко Обрадовић,2020-07-10T10:01:50.000Z,1. Слобода за ухапшене; 2. Смене одговорних у врху Полиције; 3. Нови Кризни штаб; 4. Прелазна Влада у којој неће бити нико од лидера власти и опозиције; и 5. Слобода медија и слободни и поштени избори! Могући заједнички захтеви за које се потом треба јединствено изборити на улици,policija,sr,0.4,0.8,0.5,1.0
@DostaJeBilo,ДЈБ - Суверенисти,2019-01-02T11:42:49.000Z,"I u Novoj godini, kucamo na vrata starih dobrih hitova. Da se podsetimo vremena kada je @SasaRadulovich bio ministar privrede i kada je sadašnji ministar policije iznosio neistine. Uživo, u Utisku nedelje.",policija,und,0.2,0.6,0.0,0.5
@ZoranLutovac,Zoran Lutovac,2021-04-07T18:18:36.000Z,"1. fizički napad na Mariniku je napad na slobodu govora
2. izostanak reakcije policije je saučesništvo sa huliganima
3. Samo solidarni možemo da se suprotstavimo !!!",policija,und,0.3,-0.2,0.5,0.0
@BoskoObradovic,Бошко Обрадовић,2020-07-09T10:32:25.000Z,"И још једна много важна ствар: хероји ових протеста су млади људи који немају никакве везе са убаченим  параполицијским ликовима, већ - како је то карактеристично за младост - трче у прве редове и супротстављају се Полицији која гази, тражећи правду. Ово је за велико поштовање!",policija,sr,0.4,0.8,0.5,1.0
@BoskoObradovic,Бошко Обрадовић,2021-02-12T07:34:08.000Z,"Настављамо ""Изазов"": Објављујемо заједничке фотографије политичара из @sns_srbija и криминалаца, у циљу припреме материјала за нови Хит твит у недељу: ""@avucic у покушају да од јавности сакрије везе врха Полиције и СНС, као и своје породице, са криминалном групом Веље Невоље""!",policija,sr,0.4,0.8,0.5,1.0
@BoskoObradovic,Бошко Обрадовић,2021-03-06T21:08:28.000Z,"Министар полиције зна да су @avucic и његова породица прислушкивани 1572 пута и да су транскрипти однети високим функционерима МУП-а, али не зна ко је то радио и наручио и коме је то предато, нити је било ко ухапшен због тога. Има ли веће спрдње од полиције, државе и политике?",policija,sr,0.4,0.8,0.5,1.0
@ZoranLutovac,Zoran Lutovac,2021-12-06T09:31:33.000Z,"Rano ujutro uoči protesta policija je došla na kućni prag lekara Željka Bacotića, predsednika Gradskog odbors Užice @demokrate 
Isto se desilo u Kovinu, Zaječaru… širom Srbije. Zastrašivanje i represija su izveli još više ljudi na ulice, ",policija,und,0.3,-0.2,0.5,0.0
@PartizanusV,"Prof. dr Vladimir Vuletić, #CNB",2021-03-10T13:26:27.000Z,"Bio na poligrafu. Poligrafista, kada je informisan od kojih sve bolesti hronično bolujem, u smislu čl. 57, st. 5. Zakona o policiji, mi pokazao izlazna vrata i rekao: ""Žao mi je, niste podobni za ovu vrstu ispitivanja.""
A sada, neke krivične prijave čekaju da budu podnete.",policija,und,0.3,0.5,0.5,0.5
@ZoranLutovac,Zoran Lutovac,2021-11-30T16:32:34.000Z,"Policija je rešila da uzme stvar u svoje ruke: neće se više kriti iza kriminalaca, nego će sama primenjivati NASILjE.",policija,und,0.3,-0.2,0.5,0.0
@DostaJeBilo,ДЈБ - Суверенисти,2021-09-22T10:05:07.000Z,DJB zahteva da se povuče protivustavan nacrt zakona o policiji,policija,und,0.2,0.6,0.0,0.5
@BoskoObradovic,Бошко Обрадовић,2020-05-08T11:26:01.000Z,"Шест чланова @SPDveri ухапшено и налази се у полицијској станици Савски венац. Обезбедили смо им адвоката и чекају тужиоца. Ево нас испред полицијских станица Стари град и Врачар, и тражимо колико је ту приведених и обезбеђујемо им адвоката. Пријавили смо се и ми за хапшење.",policija,sr,0.4,0.8,0.5,1.0
@ZoranLutovac,Zoran Lutovac,2021-03-30T12:24:01.000Z,"Ovo je tema dijaloga uz posredovanje EU, kad već nije tužilaštva i policije.",policija,und,0.3,-0.2,0.5,0.0
@BoskoObradovic,Бошко Обрадовић,2021-09-23T06:19:03.000Z,"Нови закон о полицији даје право Вулину да криминалну групу Беливука прогласи за полицију. Такође, полицајцима који нас пребијају на протестима заједно са криминалним групама, као у јулу прошле године испред Скупштине, нећемо смети да видимо имена нити да их снимамо док нас бију.",policija,sr,0.4,0.8,0.5,1.0
@NovaStranka,Nova stranka,2018-02-13T18:52:39.000Z,"Hapšenja oficira VS jer nije hteo da da siguran glas SNSu, zahteva ostavke Vulina i Stefanovića!Policija da podnese krivičnu prijavu protiv predsednika SNS Vučića zbog podsticanja na krivično delo, budući da aktivisti rade ono što im naloži partijski šef.",policija,und,0.4,-0.5,0.5,-0.5
@BoskoObradovic,Бошко Обрадовић,2021-03-01T08:19:26.000Z,"Делује невероватно да је само у протекле две године нестало 15 људи о чијој судбини полиција ништа не зна. Или – што је најмонструознији сценарио – све зна, али је до сада имала налог да ћути и штити убице и криминалну групу коју је створила @sns_srbija за потребе одбране режима",policija,sr,0.4,0.8,0.5,1.0
@SPDveri,ДВЕРИ,2020-05-10T14:07:14.000Z,Грађани почињу да се окупљају и пружају подршку @BoskoObradovic у његовом штрајку глађу. Полиција је постављена испред Скупштине.,policija,sr,0.3,0.8,0.5,1.0
@BoskoObradovic,Бошко Обрадовић,2021-02-11T13:47:16.000Z,"Баш фрка! Мора да се објасни народу да @sns_srbija и @avucic немају никакве везе са криминалном групом Дијане Хркаловић и Вељка Беливука коју су они формирали након доласка на власт, ангажовали их у Полицији и на трибинама, дружили се са њима а сад их се одричу и перу руке од њих",policija,sr,0.4,0.8,0.5,1.0
@ArisMovsesijan,Aris Movsesijan,2021-11-27T15:43:48.000Z,"Aleksandar Vučić ""faktor stabilnosti"".Policija da pohapsi sve ove batinaše. Ne bude li to uradila, stavlja se direktno u službu huligana i onda i sami postaju hulugani.",policija,und,0.3,-0.6,0.5,-0.5
@SPDveri,ДВЕРИ,2019-12-09T11:42:10.000Z,Криминал може да цвета само ако има заштиту у редовима полиције. Криминални кругови бр.5 @BoskoObradovic : https://20/bosko-obradovic-ko-stiti-kriminal-u-vrhu-mup-a-srbije/…,policija,sr,0.3,0.8,0.5,1.0
@SasaRadulovich,Saša Radulović,2020-07-09T14:20:17.000Z,"Pojavljuje se vest da je momak sa ovog videa koga su brutalno pretukli jedni pripadnici policije, a drugi bukvalno bacili na trotoar, preminuo i da vlast to krije.

Nadamo se da ovo nije tačno. Ako imate informacije o identitetu momka, javite da proverimo.",policija,und,0.2,0.6,0.0,0.5
@DostaJeBilo,ДЈБ - Суверенисти,2019-03-18T15:06:02.000Z," DJB oštro osuđuje današnju izjavu direktora policije i političko privođenje, hitno procesuiranje i zatvaranje mladih učesnika protesta koji su u subotu od autokratske vlasti zahtevali oslobađanje medija. http://8/vlast-zloupotrebljava-policiju-i-pravosudje-u-politicke-svrhe/?lang=lat…",policija,und,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2019-05-28T10:04:38.000Z,U najmanju ruku je naivno misliti da upad ROSU na sever Kosova i Metohije ima ikakve veze sa borbom protiv kriminala i policije. Cela Haradinajeva struktura je sazdana na temeljima kriminala i korupcije. Ovo znaju svi ljudi svih nacionalnosti na Kosovu i Metohiji.,policija,und,0.2,0.6,0.0,0.5
@BoskoObradovic,Бошко Обрадовић,2021-02-10T09:23:22.000Z,"Хркаловић - десна рука @NesaStefanovic, Веља Невоља гледа утакмице заједно са директором Полиције Ребићем, његови сарадници се друже са сином председника @sns_srbija, исти кримоси обезбеђују инаугурацију @avucic и бију људе на локалним изборима по Србији? Да ли је јасно чији су?",policija,sr,0.4,0.8,0.5,1.0
@SasaRadulovich,Saša Radulović,2018-12-07T17:37:46.000Z,"Predsednik SNS-a je danas praktično priznao učešće u pljački države za 180 miliona evra, tako da tužilaštvu i policiji za to neće ni trebati poligraf.",policija,und,0.2,0.6,0.0,0.5
@BoskoObradovic,Бошко Обрадовић,2021-01-21T07:14:06.000Z,"Ако је то тачно, @avucic и његову породицу, прислушкивала је Дијана Хркаловић, коју је @sns_srbija довела из БИА у Кабинет тадашњег министра полиције @NesaStefanovic, а онда поставила и за државног секретара МУП-а. То му онда дође као унутарпартијско прислушкивање унутар СНС.",policija,sr,0.4,0.8,0.5,1.0
@SPDveri,ДВЕРИ,2020-08-15T16:33:24.000Z,"Захтевамо моментално пуштање на слободу Дејана Петра Златановића, уредника портала @srbininfo!

Наставак репресивних мера Вучићеве и Стефановиће полиције против новинара који не извештавају како се актуелном режиму свиђа, само је још један доказ диктатуре која влада у Србији.",policija,sr,0.3,0.8,0.5,1.0
@SPDveri,ДВЕРИ,2020-08-16T12:46:03.000Z,".@BoskoObradovic: У држави у којој министар полиције има доказано фалсификовану факултетску диплому, а министар финансија доказано плагирани докторат – може ли се веровати једном медијском тајкуну који тврди да не дугује ништа држави за порез?https://48/bosko-obradovic-ko-jos-veruje-uverenjima-ove-vlasti/…",policija,sr,0.3,0.8,0.5,1.0
@BoskoObradovic,Бошко Обрадовић,2020-08-16T10:05:43.000Z,"""ЕУ припрема санкције режиму  @avucic у Србији због насилног одговора полиције на протесте грађана испред Скупштине"" - ово тек не можемо очекивати од Брисела. Нека Вучић лаже, краде, бије и убије кога хоће, само нека преда КиМ и да паре фирмама из ЕУ и Брисел га неће дирати.",policija,sr,0.4,0.8,0.5,1.0
@demokrate,Demokratska stranka,2021-11-28T21:55:48.000Z,"Za DS su važne solidarnost i borba za javni interes. Zato smo večeras bili u Šapcu, da se zajedno borimo za slobodu i državu u kojoj će policija štititi građane i da pružimo podršku Milovanoviću koji je u pritvoru. @ZoranLutovac @mantanja @srdjanmil037 @BorkoStef @pajaoliver",policija,und,0.4,-0.7,0.5,-0.5
@demokrate,Demokratska stranka,2021-11-29T12:02:09.000Z,"Insistiramo na procesuiranju onih koji su naredili policiji da se povuče i na privođenju i krivičnim prijavama vozača bagera i maskiranih huligana koji su tukli građane. Ako se to ne desi, biće potpuno jasno da ovde više nema države.@ZoranLutovac",policija,und,0.4,-0.7,0.5,-0.5
@demokrate,Demokratska stranka,2021-06-30T09:40:32.000Z,"U naprednoj Srbiji 21. veka policija čuva nelegalno izgrađene splavove porodice Nikolić, splavove koji se nalaze u zaštićenoj zoni Savskog nasipa, gde je njihova gradnja bila strogo zabranjena @BaneKuzmanovic",policija,und,0.4,-0.7,0.5,-0.5
@DostaJeBilo,ДЈБ - Суверенисти,2019-03-22T16:58:19.000Z," Netačna je tvrdnja MUPa da policija nije lišila slobode @BrankaStamenkov i @hanaadrovic, već da su one samo legitimisane po prijavi.
Da bismo se zaštitili od zloupotrebe moći prvog čoveka MUP, prikazujemo vam video snimke jučerašnjeg događaja u celosti.",policija,und,0.2,0.6,0.0,0.5
@SasaRadulovich,Saša Radulović,2022-02-27T15:35:13.000Z,"Практично сви политичари су без икаквог озбиљног радног и животног искуства у реалном сектору. Преко странке сваки Грчић мисли да може да буде директор ЕПС-а, Ђурић да може да буде амбасадор у Америци, Стафановић и Вулин да могу да буду министри војске и полиције. Зато пропадамо.",policija,sr,0.2,0.6,0.0,0.5
@WhistlerDick,Sergej Trifunović,2020-05-02T19:31:27.000Z,"“Ne pitajte šta vaša policija može da uradi za vas, već šta vi možete da uradite za vašu policiju.” 
John Fitzgerald Kennedy@NesaStefanovic @policijasrbije @prijavi_problem",policija,und,0.1,-1,0.0,-1.0
@WhistlerDick,Sergej Trifunović,2020-05-01T20:22:58.000Z,"Izlazi sedi lik, trupac iz Čačka, sa par maskiranih degenerika. Ne živi u tom stanu, nasrćemo na njih jedan maskirani smiruje situaciju, zove ga Oliver. policija je popisala fantomaše, sutra sledi prijava. Naš advokat će znati njihove podatke. Razvlačićemo vas po ulicama.",policija,und,0.1,-1,0.0,-1.0
@WhistlerDick,Sergej Trifunović,2020-05-02T19:48:12.000Z,"Upravo smo saznali fantastičnu vest:
za “Djilase vrati pare lopove”, nadležna je komunalna, a policija je nadležna za baklje. E sad, ko je zadužen za navijače, to još nisu otvorili kancelariju za to.",policija,und,0.1,-1,0.0,-1.0
@BorkoStef,Borko Stefanović,2021-08-23T12:17:37.000Z,Poruka policiji Srbije iz Jagodine. Do pobede!,policija,und,0.1,-0.3,0.0,-0.5
@DraganDjilas,Dragan Djilas,2020-07-07T23:45:23.000Z,"Ovako je policija večeras tukla i šutirala ljude po Beogradu. 
Obećavam građanima Srbije da će ovi zločinci u unformi biti identifikovani i da će biti privedeni pravdi.",policija,und,0.3,-0.5,0.5,-0.5
@WhistlerDick,Sergej Trifunović,2020-07-12T13:30:40.000Z,"Ukoliko imate snimke na kojima se vidi da policija mlati pendrecima, hapsi, maltretira, verbalno uznemirava žene i decu MOLIM VAS DA MI TO PROSLEDITE. To ne sme da ostane neprocesuiarano i nezapaženo!  Hvala!",policija,und,0.1,-1,0.0,-1.0
@WhistlerDick,Sergej Trifunović,2020-03-24T18:07:38.000Z,"Naš poznati fudbaler došao iz inostranstva da se opusti. Prošetao gradom, zvao prostitutku kod sebe, ona, dodje-utom zvoni neko na vrata. Policija, pošto je primećen da se šeta po gradu. Sad ona mora da ostane kod njega 28 dana u karantinu. Možda se na kraju uzmu.",policija,und,0.1,-1,0.0,-1.0
@MarinikaTepic,Marinika Tepić,2020-07-08T23:31:19.000Z,"Ovako se ponaša razulareni batinaš sa značkom kada iza sebe ima SNS - brutalno šutira decu nogom u glavu!

Zove se Nikola Burmaz i inspektor je u Policijskoj stanici Detelinara u Novom Sadu. A prekovremeno za bratiju.

Odgovaraćete, nećemo stati!",policija,und,0.1,-0.4,0.0,-0.5
@MarinikaTepic,Marinika Tepić,2020-09-16T15:24:19.000Z,"Pokazala sam dokumenta policije koji dokazuju sumnju da se brutalno prebijanje u NS zataškavalo.

Rukopis Andreja Vučića, kumova Zvonka i Milana, navijača i borba Rebić vs Stefanović.

Njihovi obračuni su smrtna presuda za bezbednost gradjana.

Cela KZN:https://",policija,und,0.1,-0.4,0.0,-0.5
@NemanjaSarovic,Nemanja Šarović,2022-02-16T09:50:30.000Z,"Goran Vesić je sa naprednjacima u Mladenovcu pekao vola na ražnju.
Nismo odoleli da ne dođemo i mi sa njegovom ToyToy pokretnom kancelarijom.
Sa razglasa smo puštali rikanje volova i mukanje krava, bilo je urnebesno!Policija nas je zaustavila pa se gorko pokajala!1/4",policija,und,0.7,0.4,0.5,0.5
@MarinikaTepic,Marinika Tepić,2021-01-05T19:12:38.000Z,"Šta je Vulin zapravo radio danas u niškoj policiji, nakon što je bahati sin usmrtio 12-išnje dete i našeg saborca Dejana Ilića?

Zašto se Vulin krije od medija?
Zna da su Nišlije prijavljivale bahatog sina? I ništa,dok nije pokosio ljude - na trotoaru?
Zato mu policija krije ime?",policija,und,0.1,-0.4,0.0,-0.5
@WhistlerDick,Sergej Trifunović,2020-02-26T12:09:31.000Z,"Zanimljiva je ličnost izvesnog Todora Šiprage, čoveka bez zanimanja iz Srbobrana, uz Vrbas-uporišta SNS u Vojvodini. Čoveka koji im se zamerio, prebili su usred kuće, pred ženom i decom. Kad je zvao policiju, policija je došla sa Šipragom i gle kurca-Andrejem Vučićem.",policija,und,0.1,-1,0.0,-1.0
